order_id,customer_id,store_id,order_date,order_datetime,delivery_date,promised_delivery_date,subtotal_eur,tax_amount_eur,shipping_cost_eur,discount_amount_eur,total_amount_eur,currency_code,exchange_rate,total_amount_local,order_status,fulfillment_center,shipping_method,tracking_number,order_channel,traffic_source,campaign_code,payment_method,payment_status,customer_service_notes,return_reason,return_date,created_at,updated_at
ORD_00000371,CUST_BE_0001723,STORE_BE_015,2025-02-01,2025-02-01 09:28:00,2025-02-05,2025-02-05,183.36,36.67,0.0,0,220.03,EUR,1.0,220.03,completed,FC_BE,click_collect,TRK942053546,in_store,display_ads,,debit_card,completed,,,,2025-02-01 09:28:00,2025-02-01 09:28:00
ORD_00000372,CUST_NL_0001378,,2025-02-02,2025-02-02 17:10:00,,2025-02-08,186.49,37.3,0.0,0,223.79,EUR,1.0,223.79,shipped,FC_NL,standard,TRK302213396,mobile_app,organic_search,,debit_card,completed,,,,2025-02-02 17:10:00,2025-02-02 17:10:00
ORD_00000373,CUST_DE_0000535,STORE_DE_025,2025-02-02,2025-02-02 09:02:00,,2025-02-08,72.54,14.51,0.0,0,87.05,EUR,1.0,87.05,shipped,FC_DE,next_day,TRK779340634,in_store,email,,credit_card,completed,,,,2025-02-02 09:02:00,2025-02-02 09:02:00
ORD_00000374,CUST_BE_0001791,STORE_BE_016,2025-02-03,2025-02-03 10:56:00,,2025-02-07,480.89,96.18,0.0,0,577.07,EUR,1.0,577.07,shipped,FC_BE,in_store_pickup,TRK765024407,in_store,organic_search,,debit_card,completed,,,,2025-02-03 10:56:00,2025-02-03 10:56:00
ORD_00000375,CUST_NL_0001218,,2025-02-03,2025-02-03 16:58:00,2025-02-07,2025-02-08,201.0,40.2,0.0,0,241.2,EUR,1.0,241.2,completed,FC_NL,next_day,TRK367323027,online,email,,paypal,completed,,,,2025-02-03 16:58:00,2025-02-03 16:58:00
ORD_00000376,CUST_FR_0000890,,2025-02-04,2025-02-04 10:01:00,2025-02-07,2025-02-07,59.2,11.84,0.0,0,71.04,EUR,1.0,71.04,completed,FC_FR,click_collect,TRK572461533,online,organic_search,,debit_card,completed,,,,2025-02-04 10:01:00,2025-02-04 10:01:00
ORD_00000377,CUST_FR_0001067,,2025-02-05,2025-02-05 18:18:00,2025-02-09,2025-02-08,266.99,53.4,0.0,0,320.39,EUR,1.0,320.39,completed,FC_FR,standard,TRK895804843,mobile_app,referral,,debit_card,completed,,,,2025-02-05 18:18:00,2025-02-05 18:18:00
ORD_00000378,CUST_NL_0001344,,2025-02-05,2025-02-05 03:29:00,2025-02-05,2025-02-06,172.79,34.56,0.0,0,207.35,EUR,1.0,207.35,completed,FC_NL,click_collect,TRK227614329,online,organic_search,,bank_transfer,completed,,,,2025-02-05 03:29:00,2025-02-05 03:29:00
ORD_00000379,CUST_DE_0000015,,2025-02-06,2025-02-06 03:19:00,2025-02-08,2025-02-09,451.89,90.38,0.0,0,542.27,EUR,1.0,542.27,completed,FC_DE,next_day,TRK967849319,mobile_app,organic_search,,bank_transfer,completed,,,,2025-02-06 03:19:00,2025-02-06 03:19:00
ORD_00000380,CUST_BE_0001616,,2025-02-07,2025-02-07 12:43:00,2025-02-07,2025-02-08,117.78,23.56,0.0,0,141.34,EUR,1.0,141.34,completed,FC_BE,in_store_pickup,TRK158669040,online,organic_search,,buy_now_pay_later,completed,,,,2025-02-07 12:43:00,2025-02-07 12:43:00
ORD_00000381,CUST_DE_0000441,,2025-02-08,2025-02-08 11:45:00,,,94.22,18.84,0.0,0,113.06,EUR,1.0,113.06,cancelled,FC_DE,next_day,,online,email,,debit_card,failed,,,,2025-02-08 11:45:00,2025-02-08 11:45:00
ORD_00000382,CUST_NL_0001308,,2025-02-08,2025-02-08 10:05:00,,2025-02-10,235.07,47.01,0.0,0,282.08,EUR,1.0,282.08,shipped,FC_NL,express,TRK979074607,phone,display_ads,,debit_card,completed,,,,2025-02-08 10:05:00,2025-02-08 10:05:00
ORD_00000383,CUST_NL_0001234,,2025-02-09,2025-02-09 16:18:00,2025-02-14,2025-02-14,90.16,18.03,0.0,0,108.19,EUR,1.0,108.19,completed,FC_NL,next_day,TRK377569966,online,email,,buy_now_pay_later,completed,,,,2025-02-09 16:18:00,2025-02-09 16:18:00
ORD_00000384,CUST_DE_0000601,,2025-02-09,2025-02-09 11:45:00,2025-02-12,2025-02-11,332.1,66.42,0.0,0,398.52,EUR,1.0,398.52,completed,FC_DE,click_collect,TRK243567834,mobile_app,display_ads,,bank_transfer,completed,,,,2025-02-09 11:45:00,2025-02-09 11:45:00
ORD_00000385,CUST_DE_0000087,STORE_DE_035,2025-02-10,2025-02-10 11:57:00,2025-02-18,2025-02-17,215.06,43.01,0.0,0,258.07,EUR,1.0,258.07,completed,FC_DE,in_store_pickup,TRK466363459,in_store,social_media,,paypal,completed,,,,2025-02-10 11:57:00,2025-02-10 11:57:00
ORD_00000386,CUST_FR_0001150,,2025-02-11,2025-02-11 19:28:00,,2025-02-13,281.09,56.22,0.0,0,337.31,EUR,1.0,337.31,shipped,FC_FR,in_store_pickup,TRK508525191,online,social_media,,paypal,completed,,,,2025-02-11 19:28:00,2025-02-11 19:28:00
ORD_00000387,CUST_FR_0000969,,2025-02-12,2025-02-12 18:40:00,,2025-02-14,154.05,30.81,0.0,0,184.86,EUR,1.0,184.86,shipped,FC_FR,express,TRK189737629,online,direct,,paypal,completed,,,,2025-02-12 18:40:00,2025-02-12 18:40:00
ORD_00000388,CUST_NL_0001600,,2025-02-12,2025-02-12 18:43:00,,2025-02-18,163.04,32.61,0.0,0,195.65,EUR,1.0,195.65,shipped,FC_NL,standard,TRK605424555,mobile_app,display_ads,,credit_card,completed,,,,2025-02-12 18:43:00,2025-02-12 18:43:00
ORD_00000389,CUST_DE_0000198,STORE_DE_029,2025-02-13,2025-02-13 13:51:00,,,319.47,63.89,0.0,0,383.36,EUR,1.0,383.36,processing,FC_DE,express,,in_store,direct,,buy_now_pay_later,completed,,,,2025-02-13 13:51:00,2025-02-13 13:51:00
ORD_00000390,CUST_DE_0000162,,2025-02-14,2025-02-14 17:44:00,,2025-02-17,72.82,14.56,0.0,0,87.38,EUR,1.0,87.38,shipped,FC_DE,express,TRK181263428,phone,organic_search,,paypal,completed,,,,2025-02-14 17:44:00,2025-02-14 17:44:00
ORD_00000391,CUST_FR_0001110,STORE_FR_038,2025-02-14,2025-02-14 06:26:00,2025-02-15,2025-02-16,215.42,43.08,0.0,0,258.51,EUR,1.0,258.51,completed,FC_FR,in_store_pickup,TRK703407188,online,email,,paypal,completed,,,,2025-02-14 06:26:00,2025-02-14 06:26:00
ORD_00000392,CUST_BE_0001872,,2025-02-15,2025-02-15 17:17:00,,,413.47,82.69,0.0,0,496.16,EUR,1.0,496.16,processing,FC_BE,click_collect,,online,organic_search,,buy_now_pay_later,completed,,,,2025-02-15 17:17:00,2025-02-15 17:17:00
ORD_00000393,CUST_BE_0001821,,2025-02-16,2025-02-16 16:03:00,2025-02-16,2025-02-17,104.46,20.89,0.0,0,125.35,EUR,1.0,125.35,completed,FC_BE,standard,TRK266632495,mobile_app,email,,paypal,completed,,,,2025-02-16 16:03:00,2025-02-16 16:03:00
ORD_00000394,CUST_FR_0001181,,2025-02-16,2025-02-16 12:56:00,,2025-02-19,542.49,108.5,0.0,0,650.99,EUR,1.0,650.99,shipped,FC_FR,standard,TRK560642218,online,social_media,,bank_transfer,completed,,,,2025-02-16 12:56:00,2025-02-16 12:56:00
ORD_00000395,CUST_FR_0000972,,2025-02-17,2025-02-17 17:03:00,2025-02-18,2025-02-19,161.93,32.39,0.0,0,194.32,EUR,1.0,194.32,completed,FC_FR,standard,TRK307681822,online,email,,paypal,completed,,,,2025-02-17 17:03:00,2025-02-17 17:03:00
ORD_00000396,CUST_BE_0001664,,2025-02-17,2025-02-17 21:52:00,2025-02-23,2025-02-24,133.01,26.6,0.0,0,159.62,EUR,1.0,159.62,completed,FC_BE,standard,TRK615535828,online,email,,debit_card,completed,,,,2025-02-17 21:52:00,2025-02-17 21:52:00
ORD_00000397,CUST_BE_0001866,STORE_BE_015,2025-02-18,2025-02-18 07:45:00,2025-02-23,2025-02-22,163.32,32.66,0.0,0,195.98,EUR,1.0,195.98,completed,FC_BE,standard,TRK478863411,in_store,referral,,bank_transfer,completed,,,,2025-02-18 07:45:00,2025-02-18 07:45:00
ORD_00000398,CUST_FR_0001047,,2025-02-19,2025-02-19 09:54:00,,2025-02-23,48.67,9.73,6.21,0,64.61,EUR,1.0,64.61,shipped,FC_FR,express,TRK705968884,online,email,,buy_now_pay_later,completed,,,,2025-02-19 09:54:00,2025-02-19 09:54:00
ORD_00000399,CUST_NL_0001256,STORE_NL_004,2025-02-19,2025-02-19 03:03:00,2025-02-21,2025-02-20,205.01,41.0,0.0,0,246.02,EUR,1.0,246.02,completed,FC_NL,standard,TRK386833852,in_store,paid_search,,debit_card,completed,,,,2025-02-19 03:03:00,2025-02-19 03:03:00
ORD_00000400,CUST_FR_0000771,,2025-02-20,2025-02-20 17:37:00,2025-02-26,2025-02-27,128.65,25.73,0.0,0,154.38,EUR,1.0,154.38,completed,FC_FR,express,TRK515038727,online,organic_search,,bank_transfer,completed,,,,2025-02-20 17:37:00,2025-02-20 17:37:00
ORD_00000401,CUST_FR_0000924,STORE_FR_043,2025-02-20,2025-02-20 15:28:00,2025-02-20,2025-02-21,236.27,47.25,0.0,0,283.52,EUR,1.0,283.52,completed,FC_FR,in_store_pickup,TRK183278709,mobile_app,email,,debit_card,completed,,,,2025-02-20 15:28:00,2025-02-20 15:28:00
ORD_00000402,CUST_DE_0000339,STORE_DE_029,2025-02-21,2025-02-21 09:34:00,,2025-02-28,289.24,57.85,0.0,0,347.09,EUR,1.0,347.09,shipped,FC_DE,next_day,TRK498691917,in_store,email,,credit_card,completed,,,,2025-02-21 09:34:00,2025-02-21 09:34:00
ORD_00000403,CUST_NL_0001431,,2025-02-22,2025-02-22 17:57:00,2025-02-23,2025-02-23,302.68,60.54,0.0,0,363.22,EUR,1.0,363.22,completed,FC_NL,next_day,TRK814696730,online,paid_search,,debit_card,completed,,,,2025-02-22 17:57:00,2025-02-22 17:57:00
ORD_00000404,CUST_NL_0001253,STORE_NL_010,2025-02-23,2025-02-23 18:29:00,2025-02-25,2025-02-24,666.81,133.36,0.0,0,800.18,EUR,1.0,800.18,completed,FC_NL,next_day,TRK373916278,in_store,email,,bank_transfer,completed,,,,2025-02-23 18:29:00,2025-02-23 18:29:00
ORD_00000405,CUST_FR_0000788,STORE_FR_042,2025-02-24,2025-02-24 16:16:00,2025-02-26,2025-02-27,118.06,23.61,0.0,0,141.67,EUR,1.0,141.67,completed,FC_FR,standard,TRK429095404,in_store,email,,paypal,completed,,,,2025-02-24 16:16:00,2025-02-24 16:16:00
ORD_00000406,CUST_FR_0001184,STORE_FR_041,2025-02-25,2025-02-25 18:51:00,2025-02-26,2025-02-26,362.7,72.54,0.0,0,435.24,EUR,1.0,435.24,completed,FC_FR,click_collect,TRK394940190,mobile_app,organic_search,,paypal,completed,,,,2025-02-25 18:51:00,2025-02-25 18:51:00
ORD_00000407,CUST_DE_0000696,,2025-02-25,2025-02-25 17:46:00,2025-02-26,2025-02-26,156.77,31.35,0.0,0,188.12,EUR,1.0,188.12,completed,FC_DE,next_day,TRK280747788,online,paid_search,,bank_transfer,completed,,,,2025-02-25 17:46:00,2025-02-25 17:46:00
ORD_00000408,CUST_FR_0001069,,2025-02-26,2025-02-26 21:47:00,2025-02-26,2025-02-27,181.41,36.28,0.0,0,217.69,EUR,1.0,217.69,completed,FC_FR,in_store_pickup,TRK564868799,online,paid_search,,bank_transfer,completed,,,,2025-02-26 21:47:00,2025-02-26 21:47:00
ORD_00000409,CUST_DE_0000297,STORE_DE_024,2025-02-27,2025-02-27 13:55:00,,,551.95,110.39,0.0,0,662.34,EUR,1.0,662.34,processing,FC_DE,click_collect,,online,referral,,buy_now_pay_later,completed,,,,2025-02-27 13:55:00,2025-02-27 13:55:00
ORD_00000410,CUST_NL_0001302,,2025-02-28,2025-02-28 06:39:00,2025-03-05,2025-03-04,153.42,30.68,0.0,0,184.1,EUR,1.0,184.1,completed,FC_NL,in_store_pickup,TRK580874646,online,organic_search,,paypal,completed,,,,2025-02-28 06:39:00,2025-02-28 06:39:00
ORD_00000411,CUST_DE_0000451,STORE_DE_025,2025-02-28,2025-02-28 19:51:00,,2025-03-05,248.88,49.78,0.0,0,298.66,EUR,1.0,298.66,returned,FC_DE,express,,in_store,referral,,debit_card,completed,,,,2025-02-28 19:51:00,2025-02-28 19:51:00
ORD_00000412,CUST_BE_0001872,,2025-03-01,2025-03-01 15:55:00,,,320.91,64.18,0.0,0,385.09,EUR,1.0,385.09,processing,FC_BE,standard,,online,email,,bank_transfer,completed,,,,2025-03-01 15:55:00,2025-03-01 15:55:00
ORD_00000413,CUST_DE_0000416,,2025-03-01,2025-03-01 15:37:00,2025-03-06,2025-03-05,30.6,6.12,6.11,0,42.83,EUR,1.0,42.83,completed,FC_DE,in_store_pickup,TRK396987381,online,referral,,bank_transfer,completed,,,,2025-03-01 15:37:00,2025-03-01 15:37:00
ORD_00000414,CUST_NL_0001470,STORE_NL_004,2025-03-02,2025-03-02 11:23:00,2025-03-05,2025-03-04,302.05,60.41,0.0,0,362.46,EUR,1.0,362.46,completed,FC_NL,standard,TRK537557117,in_store,paid_search,,debit_card,completed,,,,2025-03-02 11:23:00,2025-03-02 11:23:00
ORD_00000415,CUST_NL_0001374,,2025-03-03,2025-03-03 14:16:00,2025-03-10,2025-03-10,248.75,49.75,0.0,0,298.5,EUR,1.0,298.5,completed,FC_NL,click_collect,TRK644587636,mobile_app,paid_search,,paypal,completed,,,,2025-03-03 14:16:00,2025-03-03 14:16:00
ORD_00000416,CUST_DE_0000395,STORE_DE_028,2025-03-03,2025-03-03 16:30:00,2025-03-06,2025-03-06,75.83,15.17,0.0,0,91.0,EUR,1.0,91.0,completed,FC_DE,next_day,TRK754311745,in_store,paid_search,,paypal,completed,,,,2025-03-03 16:30:00,2025-03-03 16:30:00
ORD_00000417,CUST_FR_0000980,STORE_FR_038,2025-03-04,2025-03-04 13:16:00,2025-03-09,2025-03-08,181.45,36.29,0.0,0,217.74,EUR,1.0,217.74,completed,FC_FR,click_collect,TRK146783472,in_store,direct,,bank_transfer,completed,,,,2025-03-04 13:16:00,2025-03-04 13:16:00
ORD_00000418,CUST_FR_0001067,STORE_FR_039,2025-03-05,2025-03-05 07:28:00,2025-03-10,2025-03-10,119.8,23.96,0.0,0,143.76,EUR,1.0,143.76,completed,FC_FR,next_day,TRK566709794,in_store,email,,bank_transfer,completed,,,,2025-03-05 07:28:00,2025-03-05 07:28:00
ORD_00000419,CUST_NL_0001254,,2025-03-06,2025-03-06 18:03:00,2025-03-12,2025-03-11,211.29,42.26,0.0,0,253.55,EUR,1.0,253.55,completed,FC_NL,in_store_pickup,TRK700909250,online,referral,,debit_card,completed,,,,2025-03-06 18:03:00,2025-03-06 18:03:00
ORD_00000420,CUST_NL_0001590,,2025-03-07,2025-03-07 16:07:00,2025-03-08,2025-03-09,120.17,24.03,0.0,0,144.2,EUR,1.0,144.2,completed,FC_NL,next_day,TRK728380445,mobile_app,paid_search,,buy_now_pay_later,completed,,,,2025-03-07 16:07:00,2025-03-07 16:07:00
ORD_00000421,CUST_FR_0001068,STORE_FR_036,2025-03-07,2025-03-07 08:01:00,2025-03-14,2025-03-14,573.69,114.74,0.0,0,688.43,EUR,1.0,688.43,completed,FC_FR,next_day,TRK487240614,in_store,referral,,bank_transfer,completed,,,,2025-03-07 08:01:00,2025-03-07 08:01:00
ORD_00000422,CUST_DE_0000217,STORE_DE_032,2025-03-08,2025-03-08 01:45:00,2025-03-11,2025-03-12,496.67,99.33,0.0,0,596.0,EUR,1.0,596.0,completed,FC_DE,express,TRK662014687,online,direct,,credit_card,completed,,,,2025-03-08 01:45:00,2025-03-08 01:45:00
ORD_00000423,CUST_DE_0000606,,2025-03-09,2025-03-09 15:26:00,,,411.65,82.33,0.0,0,493.98,EUR,1.0,493.98,processing,FC_DE,standard,,mobile_app,email,,paypal,completed,,,,2025-03-09 15:26:00,2025-03-09 15:26:00
ORD_00000424,CUST_NL_0001569,,2025-03-09,2025-03-09 16:08:00,2025-03-10,2025-03-10,288.43,57.69,0.0,0,346.11,EUR,1.0,346.11,completed,FC_NL,in_store_pickup,TRK509111633,online,direct,,debit_card,completed,,,,2025-03-09 16:08:00,2025-03-09 16:08:00
ORD_00000425,CUST_FR_0000742,,2025-03-10,2025-03-10 06:25:00,2025-03-10,2025-03-11,537.16,107.43,0.0,0,644.59,EUR,1.0,644.59,completed,FC_FR,express,TRK115075878,mobile_app,paid_search,,debit_card,completed,,,,2025-03-10 06:25:00,2025-03-10 06:25:00
ORD_00000426,CUST_DE_0000663,,2025-03-11,2025-03-11 13:39:00,,2025-03-14,183.34,36.67,0.0,0,220.01,EUR,1.0,220.01,shipped,FC_DE,in_store_pickup,TRK853478920,online,paid_search,,bank_transfer,completed,,,,2025-03-11 13:39:00,2025-03-11 13:39:00
ORD_00000427,CUST_FR_0001044,STORE_FR_036,2025-03-12,2025-03-12 13:32:00,,2025-03-15,136.83,27.37,0.0,0,164.2,EUR,1.0,164.2,shipped,FC_FR,express,TRK101783346,in_store,email,,debit_card,completed,,,,2025-03-12 13:32:00,2025-03-12 13:32:00
ORD_00000428,CUST_FR_0001196,,2025-03-12,2025-03-12 07:13:00,2025-03-17,2025-03-16,72.74,14.55,0.0,0,87.29,EUR,1.0,87.29,completed,FC_FR,standard,TRK413948773,mobile_app,email,,credit_card,completed,,,,2025-03-12 07:13:00,2025-03-12 07:13:00
ORD_00000429,CUST_FR_0000764,,2025-03-13,2025-03-13 14:21:00,2025-03-20,2025-03-19,553.45,110.69,0.0,0,664.14,EUR,1.0,664.14,completed,FC_FR,express,TRK315821800,online,social_media,,paypal,completed,,,,2025-03-13 14:21:00,2025-03-13 14:21:00
ORD_00000430,CUST_BE_0001791,,2025-03-13,2025-03-13 15:21:00,,2025-03-14,152.4,30.48,0.0,0,182.88,EUR,1.0,182.88,shipped,FC_BE,next_day,TRK402724863,mobile_app,display_ads,,debit_card,completed,,,,2025-03-13 15:21:00,2025-03-13 15:21:00
ORD_00000431,CUST_DE_0000295,,2025-03-14,2025-03-14 20:31:00,,2025-03-15,286.82,57.36,0.0,0,344.18,EUR,1.0,344.18,shipped,FC_DE,click_collect,TRK659857666,online,direct,,buy_now_pay_later,completed,,,,2025-03-14 20:31:00,2025-03-14 20:31:00
ORD_00000432,CUST_DE_0000567,STORE_DE_030,2025-03-15,2025-03-15 17:26:00,2025-03-19,2025-03-20,89.42,17.88,0.0,0,107.3,EUR,1.0,107.3,completed,FC_DE,in_store_pickup,TRK761004563,mobile_app,paid_search,,bank_transfer,completed,,,,2025-03-15 17:26:00,2025-03-15 17:26:00
ORD_00000433,CUST_FR_0001186,STORE_FR_043,2025-03-15,2025-03-15 15:22:00,2025-03-20,2025-03-21,507.32,101.46,0.0,0,608.78,EUR,1.0,608.78,completed,FC_FR,next_day,TRK213773933,mobile_app,direct,,bank_transfer,completed,,,,2025-03-15 15:22:00,2025-03-15 15:22:00
ORD_00000434,CUST_BE_0001733,,2025-03-16,2025-03-16 10:53:00,,2025-03-21,174.6,34.92,0.0,0,209.52,EUR,1.0,209.52,shipped,FC_BE,in_store_pickup,TRK742937698,online,display_ads,,paypal,completed,,,,2025-03-16 10:53:00,2025-03-16 10:53:00
ORD_00000435,CUST_BE_0001763,,2025-03-17,2025-03-17 17:56:00,,,245.75,49.15,0.0,0,294.9,EUR,1.0,294.9,processing,FC_BE,express,,online,email,,paypal,completed,,,,2025-03-17 17:56:00,2025-03-17 17:56:00
ORD_00000436,CUST_DE_0000567,,2025-03-18,2025-03-18 05:02:00,2025-03-18,2025-03-19,132.34,26.47,0.0,0,158.81,EUR,1.0,158.81,completed,FC_DE,express,TRK788930801,online,display_ads,,debit_card,completed,,,,2025-03-18 05:02:00,2025-03-18 05:02:00
ORD_00000437,CUST_NL_0001269,,2025-03-19,2025-03-19 16:42:00,2025-03-21,2025-03-21,122.35,24.47,0.0,0,146.82,EUR,1.0,146.82,completed,FC_NL,next_day,TRK859204782,online,email,,bank_transfer,completed,,,,2025-03-19 16:42:00,2025-03-19 16:42:00
ORD_00000438,CUST_DE_0000384,,2025-03-19,2025-03-19 23:57:00,2025-03-23,2025-03-23,222.58,44.52,0.0,0,267.1,EUR,1.0,267.1,completed,FC_DE,next_day,TRK189460329,online,social_media,,paypal,completed,,,,2025-03-19 23:57:00,2025-03-19 23:57:00
ORD_00000439,CUST_FR_0001195,,2025-03-20,2025-03-20 19:26:00,,2025-03-23,121.39,24.28,0.0,0,145.66,EUR,1.0,145.66,shipped,FC_FR,click_collect,TRK213308621,online,social_media,,buy_now_pay_later,completed,,,,2025-03-20 19:26:00,2025-03-20 19:26:00
ORD_00000440,CUST_FR_0000987,,2025-03-21,2025-03-21 09:35:00,2025-03-24,2025-03-24,57.39,11.48,0.0,0,68.87,EUR,1.0,68.87,completed,FC_FR,click_collect,TRK493077558,mobile_app,email,,credit_card,completed,,,,2025-03-21 09:35:00,2025-03-21 09:35:00
ORD_00000441,CUST_FR_0001041,STORE_FR_043,2025-03-22,2025-03-22 14:08:00,2025-03-28,2025-03-27,35.82,7.16,6.17,0,49.16,EUR,1.0,49.16,completed,FC_FR,express,TRK476749831,mobile_app,display_ads,,credit_card,completed,,,,2025-03-22 14:08:00,2025-03-22 14:08:00
ORD_00000442,CUST_DE_0000077,STORE_DE_027,2025-03-23,2025-03-23 17:52:00,,2025-03-30,65.9,13.18,0.0,0,79.08,EUR,1.0,79.08,returned,FC_DE,in_store_pickup,,in_store,organic_search,,credit_card,completed,,,,2025-03-23 17:52:00,2025-03-23 17:52:00
ORD_00000443,CUST_FR_0000787,,2025-03-24,2025-03-24 11:39:00,2025-03-28,2025-03-27,201.74,40.35,0.0,0,242.09,EUR,1.0,242.09,completed,FC_FR,in_store_pickup,TRK808192378,online,direct,,credit_card,completed,,,,2025-03-24 11:39:00,2025-03-24 11:39:00
ORD_00000444,CUST_FR_0000823,,2025-03-25,2025-03-25 15:54:00,,,163.75,32.75,0.0,0,196.5,EUR,1.0,196.5,processing,FC_FR,next_day,,mobile_app,organic_search,,buy_now_pay_later,completed,,,,2025-03-25 15:54:00,2025-03-25 15:54:00
ORD_00000445,CUST_BE_0001710,,2025-03-26,2025-03-26 15:26:00,,2025-03-31,192.23,38.45,0.0,0,230.68,EUR,1.0,230.68,shipped,FC_BE,standard,TRK832301353,mobile_app,paid_search,,buy_now_pay_later,completed,,,,2025-03-26 15:26:00,2025-03-26 15:26:00
ORD_00000446,CUST_DE_0000111,,2025-03-26,2025-03-26 19:58:00,2025-03-29,2025-03-30,293.99,58.8,0.0,0,352.79,EUR,1.0,352.79,completed,FC_DE,standard,TRK424373832,phone,organic_search,,credit_card,completed,,,,2025-03-26 19:58:00,2025-03-26 19:58:00
ORD_00000447,CUST_BE_0001751,,2025-03-27,2025-03-27 12:04:00,2025-04-02,2025-04-01,369.66,73.93,0.0,0,443.59,EUR,1.0,443.59,completed,FC_BE,express,TRK355095006,mobile_app,paid_search,,credit_card,completed,,,,2025-03-27 12:04:00,2025-03-27 12:04:00
ORD_00000448,CUST_DE_0000057,,2025-03-27,2025-03-27 17:54:00,2025-03-27,2025-03-28,158.63,31.73,0.0,0,190.36,EUR,1.0,190.36,completed,FC_DE,click_collect,TRK523091734,online,social_media,,buy_now_pay_later,completed,,,,2025-03-27 17:54:00,2025-03-27 17:54:00
ORD_00000449,CUST_FR_0000704,STORE_FR_036,2025-03-28,2025-03-28 16:57:00,,,368.9,73.78,0.0,0,442.68,EUR,1.0,442.68,processing,FC_FR,next_day,,in_store,referral,,bank_transfer,completed,,,,2025-03-28 16:57:00,2025-03-28 16:57:00
ORD_00000450,CUST_NL_0001295,,2025-03-28,2025-03-28 08:16:00,,2025-04-02,380.34,76.07,0.0,0,456.41,EUR,1.0,456.41,shipped,FC_NL,next_day,TRK839635857,mobile_app,organic_search,,bank_transfer,completed,,,,2025-03-28 08:16:00,2025-03-28 08:16:00
ORD_00000451,CUST_NL_0001427,,2025-03-29,2025-03-29 13:50:00,2025-04-02,2025-04-02,275.67,55.13,0.0,0,330.81,EUR,1.0,330.81,completed,FC_NL,express,TRK305407643,mobile_app,referral,,bank_transfer,completed,,,,2025-03-29 13:50:00,2025-03-29 13:50:00
ORD_00000452,CUST_FR_0001004,,2025-03-29,2025-03-29 14:41:00,2025-04-02,2025-04-02,234.58,46.92,0.0,0,281.49,EUR,1.0,281.49,completed,FC_FR,click_collect,TRK798758344,online,social_media,,credit_card,completed,,,,2025-03-29 14:41:00,2025-03-29 14:41:00
ORD_00000453,CUST_FR_0001012,STORE_FR_041,2025-03-30,2025-03-30 13:02:00,2025-04-02,2025-04-01,107.39,21.48,0.0,0,128.87,EUR,1.0,128.87,completed,FC_FR,in_store_pickup,TRK673201764,online,social_media,,buy_now_pay_later,completed,,,,2025-03-30 13:02:00,2025-03-30 13:02:00
ORD_00000454,CUST_FR_0000853,,2025-03-31,2025-03-31 13:48:00,,,30.12,6.02,6.02,0,42.16,EUR,1.0,42.16,cancelled,FC_FR,standard,,mobile_app,direct,,paypal,failed,,,,2025-03-31 13:48:00,2025-03-31 13:48:00
ORD_00000455,CUST_FR_0001089,,2025-03-31,2025-03-31 17:00:00,2025-04-01,2025-04-02,83.45,16.69,0.0,0,100.14,EUR,1.0,100.14,completed,FC_FR,click_collect,TRK885623611,mobile_app,direct,,credit_card,completed,,,,2025-03-31 17:00:00,2025-03-31 17:00:00
ORD_00000456,CUST_DE_0000573,,2025-04-01,2025-04-01 12:31:00,2025-04-03,2025-04-04,505.32,101.06,0.0,0,606.38,EUR,1.0,606.38,completed,FC_DE,express,TRK224837864,mobile_app,display_ads,,bank_transfer,completed,,,,2025-04-01 12:31:00,2025-04-01 12:31:00
ORD_00000457,CUST_NL_0001405,STORE_NL_010,2025-04-02,2025-04-02 13:25:00,2025-04-08,2025-04-09,279.31,55.86,0.0,0,335.17,EUR,1.0,335.17,completed,FC_NL,click_collect,TRK252789757,in_store,direct,,debit_card,completed,,,,2025-04-02 13:25:00,2025-04-02 13:25:00
ORD_00000458,CUST_FR_0000865,,2025-04-03,2025-04-03 07:03:00,,2025-04-07,31.11,6.22,8.82,0,46.15,EUR,1.0,46.15,shipped,FC_FR,click_collect,TRK131558847,mobile_app,referral,,bank_transfer,completed,,,,2025-04-03 07:03:00,2025-04-03 07:03:00
ORD_00000459,CUST_DE_0000295,STORE_DE_031,2025-04-03,2025-04-03 08:12:00,,,102.27,20.45,0.0,0,122.72,EUR,1.0,122.72,cancelled,FC_DE,in_store_pickup,,in_store,display_ads,,credit_card,failed,,,,2025-04-03 08:12:00,2025-04-03 08:12:00
ORD_00000460,CUST_LU_0001967,STORE_LU_047,2025-04-04,2025-04-04 15:48:00,2025-04-11,2025-04-11,72.74,14.55,0.0,0,87.29,EUR,1.0,87.29,completed,FC_LU,click_collect,TRK107292141,online,paid_search,,debit_card,completed,,,,2025-04-04 15:48:00,2025-04-04 15:48:00
ORD_00000461,CUST_FR_0000801,,2025-04-05,2025-04-05 19:22:00,2025-04-07,2025-04-06,82.07,16.41,0.0,0,98.48,EUR,1.0,98.48,completed,FC_FR,express,TRK881465887,phone,direct,,debit_card,completed,,,,2025-04-05 19:22:00,2025-04-05 19:22:00
