product_id,product_name,product_name_local,category_l1,category_l2,category_l3,brand,color_primary,color_secondary,size_range,material_composition,price_eur,price_local,cost_price_eur,margin_percentage,sustainability_score,eco_friendly_materials,carbon_footprint_kg,production_country,current_stock_total,reorder_level,lead_time_days,launch_date,season,is_active,discontinue_date,online_availability,product_url,image_urls,created_at,updated_at
PROD_001316,Classic Grey Polo Shirt,"{'EN': 'Classic Grey Polo Shirt', 'DE': 'Klassisch Grey Polo Shirt', 'FR': 'Classique Grey Polo Shirt', 'NL': 'Klassiek Grey Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Grey,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,54.72,{'EUR': 54.72},26.31,51.92,3,False,12.16,Italy,710,142,22,2024-05-08,Fall/Winter 2024,True,,False,https://eurostyle.com/products/classic-grey-polo-shirt,"['https://eurostyle.com/images/classic-grey-polo-shirt-main.jpg', 'https://eurostyle.com/images/classic-grey-polo-shirt-detail.jpg', 'https://eurostyle.com/images/classic-grey-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.758968,2025-10-14 13:00:07.758968
PROD_001317,Modern Pink Polo Shirt,"{'EN': 'Modern Pink Polo Shirt', 'DE': 'Modern Pink Polo Shirt', 'FR': 'Moderne Pink Polo Shirt', 'NL': 'Modern Pink Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Bamboo,56.79,{'EUR': 56.79},28.84,49.22,10,True,6.01,Netherlands,1373,274,34,2024-06-18,Spring/Summer 2024,True,,True,https://eurostyle.com/products/modern-pink-polo-shirt,"['https://eurostyle.com/images/modern-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/modern-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/modern-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.758976,2025-10-14 13:00:07.758977
PROD_001318,Basic Pink Polo Shirt,"{'EN': 'Basic Pink Polo Shirt', 'DE': 'Basic Pink Polo Shirt', 'FR': 'Basic Pink Polo Shirt', 'NL': 'Basic Pink Polo Shirt'}",Men,Tops,Polo Shirts,ModernCasual,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Silk,53.01,{'EUR': 53.01},24.5,53.79,5,False,12.55,Italy,232,46,36,2025-11-16,Fall/Winter 2025,True,,False,https://eurostyle.com/products/basic-pink-polo-shirt,"['https://eurostyle.com/images/basic-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/basic-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/basic-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.758988,2025-10-14 13:00:07.758988
PROD_001319,Elegant Blue Polo Shirt,"{'EN': 'Elegant Blue Polo Shirt', 'DE': 'Elegant Blue Polo Shirt', 'FR': 'Elegant Blue Polo Shirt', 'NL': 'Elegant Blue Polo Shirt'}",Men,Tops,Polo Shirts,EcoFashion,Blue,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Acrylic,28.35,{'EUR': 28.35},12.73,55.11,5,False,7.15,Germany,1303,260,28,2023-02-08,Spring/Summer 2024,True,,True,https://eurostyle.com/products/elegant-blue-polo-shirt,"['https://eurostyle.com/images/elegant-blue-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-blue-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-blue-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.758996,2025-10-14 13:00:07.758997
PROD_001320,Sporty Grey Polo Shirt,"{'EN': 'Sporty Grey Polo Shirt', 'DE': 'Sporty Grey Polo Shirt', 'FR': 'Sporty Grey Polo Shirt', 'NL': 'Sporty Grey Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Grey,Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,30.02,{'EUR': 30.02},14.48,51.77,8,True,6.67,China,460,92,23,2023-12-14,Spring/Summer 2024,True,,True,https://eurostyle.com/products/sporty-grey-polo-shirt,"['https://eurostyle.com/images/sporty-grey-polo-shirt-main.jpg', 'https://eurostyle.com/images/sporty-grey-polo-shirt-detail.jpg', 'https://eurostyle.com/images/sporty-grey-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759007,2025-10-14 13:00:07.759007
PROD_001321,Modern Beige Polo Shirt,"{'EN': 'Modern Beige Polo Shirt', 'DE': 'Modern Beige Polo Shirt', 'FR': 'Moderne Beige Polo Shirt', 'NL': 'Modern Beige Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Beige,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,75.59,{'EUR': 75.59},40.43,46.52,9,True,7.46,India,1319,263,46,2023-10-12,Fall/Winter 2025,True,,True,https://eurostyle.com/products/modern-beige-polo-shirt,"['https://eurostyle.com/images/modern-beige-polo-shirt-main.jpg', 'https://eurostyle.com/images/modern-beige-polo-shirt-detail.jpg', 'https://eurostyle.com/images/modern-beige-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759017,2025-10-14 13:00:07.759017
PROD_001322,Premium Beige Polo Shirt,"{'EN': 'Premium Beige Polo Shirt', 'DE': 'Premium Beige Polo Shirt', 'FR': 'Premium Beige Polo Shirt', 'NL': 'Premium Beige Polo Shirt'}",Men,Tops,Polo Shirts,UrbanChic,Beige,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,38.76,{'EUR': 38.76},16.13,58.38,3,False,13.64,Vietnam,343,68,43,2024-11-20,Fall/Winter 2024,True,,True,https://eurostyle.com/products/premium-beige-polo-shirt,"['https://eurostyle.com/images/premium-beige-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-beige-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-beige-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759025,2025-10-14 13:00:07.759025
PROD_001323,Basic Beige Polo Shirt,"{'EN': 'Basic Beige Polo Shirt', 'DE': 'Basic Beige Polo Shirt', 'FR': 'Basic Beige Polo Shirt', 'NL': 'Basic Beige Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Beige,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cotton,32.53,{'EUR': 32.53},11.39,64.98,7,False,8.56,Vietnam,1030,206,28,2025-11-09,Spring/Summer 2025,True,,False,https://eurostyle.com/products/basic-beige-polo-shirt,"['https://eurostyle.com/images/basic-beige-polo-shirt-main.jpg', 'https://eurostyle.com/images/basic-beige-polo-shirt-detail.jpg', 'https://eurostyle.com/images/basic-beige-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759035,2025-10-14 13:00:07.759035
PROD_001324,Elegant Brown Polo Shirt,"{'EN': 'Elegant Brown Polo Shirt', 'DE': 'Elegant Brown Polo Shirt', 'FR': 'Elegant Brown Polo Shirt', 'NL': 'Elegant Brown Polo Shirt'}",Men,Tops,Polo Shirts,ModernCasual,Brown,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Tencel,72.07,{'EUR': 72.07},34.25,52.48,8,True,6.41,China,519,103,27,2022-08-11,Fall/Winter 2025,True,,False,https://eurostyle.com/products/elegant-brown-polo-shirt,"['https://eurostyle.com/images/elegant-brown-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-brown-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-brown-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759045,2025-10-14 13:00:07.759045
PROD_001325,Sporty Grey Polo Shirt,"{'EN': 'Sporty Grey Polo Shirt', 'DE': 'Sporty Grey Polo Shirt', 'FR': 'Sporty Grey Polo Shirt', 'NL': 'Sporty Grey Polo Shirt'}",Men,Tops,Polo Shirts,BasicStyle,Grey,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Bamboo,52.5,{'EUR': 52.5},21.6,58.86,8,True,5.02,Vietnam,603,120,18,2022-04-02,Fall/Winter 2024,True,,False,https://eurostyle.com/products/sporty-grey-polo-shirt,"['https://eurostyle.com/images/sporty-grey-polo-shirt-main.jpg', 'https://eurostyle.com/images/sporty-grey-polo-shirt-detail.jpg', 'https://eurostyle.com/images/sporty-grey-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759055,2025-10-14 13:00:07.759056
PROD_001326,Modern Navy Polo Shirt,"{'EN': 'Modern Navy Polo Shirt', 'DE': 'Modern Navy Polo Shirt', 'FR': 'Moderne Navy Polo Shirt', 'NL': 'Modern Navy Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Navy,Cream,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Organic Cotton,39.15,{'EUR': 39.15},21.2,45.86,10,True,2.57,India,1636,327,54,2022-03-01,Spring/Summer 2024,True,,True,https://eurostyle.com/products/modern-navy-polo-shirt,"['https://eurostyle.com/images/modern-navy-polo-shirt-main.jpg', 'https://eurostyle.com/images/modern-navy-polo-shirt-detail.jpg', 'https://eurostyle.com/images/modern-navy-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759067,2025-10-14 13:00:07.759067
PROD_001327,Basic Pink Polo Shirt,"{'EN': 'Basic Pink Polo Shirt', 'DE': 'Basic Pink Polo Shirt', 'FR': 'Basic Pink Polo Shirt', 'NL': 'Basic Pink Polo Shirt'}",Men,Tops,Polo Shirts,EcoFashion,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Wool,70.08,{'EUR': 70.08},29.86,57.39,6,False,13.16,Germany,237,47,20,2022-12-23,Spring/Summer 2024,True,,True,https://eurostyle.com/products/basic-pink-polo-shirt,"['https://eurostyle.com/images/basic-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/basic-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/basic-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759076,2025-10-14 13:00:07.759076
PROD_001328,Premium Orange Polo Shirt,"{'EN': 'Premium Orange Polo Shirt', 'DE': 'Premium Orange Polo Shirt', 'FR': 'Premium Orange Polo Shirt', 'NL': 'Premium Orange Polo Shirt'}",Men,Tops,Polo Shirts,EuroStyle,Orange,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Organic Cotton,47.41,{'EUR': 47.41},25.0,47.26,7,True,2.22,Belgium,659,131,35,2025-09-28,Spring/Summer 2025,True,,False,https://eurostyle.com/products/premium-orange-polo-shirt,"['https://eurostyle.com/images/premium-orange-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-orange-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-orange-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759084,2025-10-14 13:00:07.759085
PROD_001329,Classic Green Polo Shirt,"{'EN': 'Classic Green Polo Shirt', 'DE': 'Klassisch Green Polo Shirt', 'FR': 'Classique Green Polo Shirt', 'NL': 'Klassiek Green Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Green,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,55.09,{'EUR': 55.09},28.77,47.78,4,False,7.03,Portugal,488,97,23,2023-10-15,Fall/Winter 2025,True,,True,https://eurostyle.com/products/classic-green-polo-shirt,"['https://eurostyle.com/images/classic-green-polo-shirt-main.jpg', 'https://eurostyle.com/images/classic-green-polo-shirt-detail.jpg', 'https://eurostyle.com/images/classic-green-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759095,2025-10-14 13:00:07.759095
PROD_001330,Elegant Pink Polo Shirt,"{'EN': 'Elegant Pink Polo Shirt', 'DE': 'Elegant Pink Polo Shirt', 'FR': 'Elegant Pink Polo Shirt', 'NL': 'Elegant Pink Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Pink,Silver,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,35.34,{'EUR': 35.34},17.28,51.09,7,True,7.86,Italy,678,135,50,2025-02-14,Fall/Winter 2025,True,,False,https://eurostyle.com/products/elegant-pink-polo-shirt,"['https://eurostyle.com/images/elegant-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759106,2025-10-14 13:00:07.759106
PROD_001331,Premium Pink Polo Shirt,"{'EN': 'Premium Pink Polo Shirt', 'DE': 'Premium Pink Polo Shirt', 'FR': 'Premium Pink Polo Shirt', 'NL': 'Premium Pink Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Wool,66.84,{'EUR': 66.84},26.33,60.61,6,False,6.35,Turkey,920,184,49,2022-10-01,Spring/Summer 2025,True,,True,https://eurostyle.com/products/premium-pink-polo-shirt,"['https://eurostyle.com/images/premium-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759116,2025-10-14 13:00:07.759116
PROD_001332,Trendy Yellow Polo Shirt,"{'EN': 'Trendy Yellow Polo Shirt', 'DE': 'Trendy Yellow Polo Shirt', 'FR': 'Trendy Yellow Polo Shirt', 'NL': 'Trendy Yellow Polo Shirt'}",Men,Tops,Polo Shirts,PremiumWear,Yellow,Silver,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,69.65,{'EUR': 69.65},32.06,53.97,4,False,11.89,Turkey,139,27,14,2022-12-27,Spring/Summer 2024,True,,False,https://eurostyle.com/products/trendy-yellow-polo-shirt,"['https://eurostyle.com/images/trendy-yellow-polo-shirt-main.jpg', 'https://eurostyle.com/images/trendy-yellow-polo-shirt-detail.jpg', 'https://eurostyle.com/images/trendy-yellow-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759125,2025-10-14 13:00:07.759126
PROD_001333,Sporty Brown Polo Shirt,"{'EN': 'Sporty Brown Polo Shirt', 'DE': 'Sporty Brown Polo Shirt', 'FR': 'Sporty Brown Polo Shirt', 'NL': 'Sporty Brown Polo Shirt'}",Men,Tops,Polo Shirts,PremiumWear,Brown,Coral,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,37.05,{'EUR': 37.05},19.74,46.71,10,True,5.07,Portugal,6,10,58,2022-07-10,Spring/Summer 2025,False,2025-11-28,False,https://eurostyle.com/products/sporty-brown-polo-shirt,"['https://eurostyle.com/images/sporty-brown-polo-shirt-main.jpg', 'https://eurostyle.com/images/sporty-brown-polo-shirt-detail.jpg', 'https://eurostyle.com/images/sporty-brown-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759135,2025-10-14 13:00:07.759135
PROD_001334,Premium Purple Polo Shirt,"{'EN': 'Premium Purple Polo Shirt', 'DE': 'Premium Purple Polo Shirt', 'FR': 'Premium Purple Polo Shirt', 'NL': 'Premium Purple Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Purple,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,50.93,{'EUR': 50.93},25.36,50.21,7,False,8.04,Belgium,34,10,50,2023-03-26,Spring/Summer 2025,False,2025-12-08,False,https://eurostyle.com/products/premium-purple-polo-shirt,"['https://eurostyle.com/images/premium-purple-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-purple-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-purple-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759145,2025-10-14 13:00:07.759145
PROD_001335,Casual Red Polo Shirt,"{'EN': 'Casual Red Polo Shirt', 'DE': 'Casual Red Polo Shirt', 'FR': 'Casual Red Polo Shirt', 'NL': 'Casual Red Polo Shirt'}",Men,Tops,Polo Shirts,PremiumWear,Red,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Linen,25.29,{'EUR': 25.29},12.56,50.35,9,True,2.4,Italy,405,81,19,2023-05-16,Spring/Summer 2024,True,,True,https://eurostyle.com/products/casual-red-polo-shirt,"['https://eurostyle.com/images/casual-red-polo-shirt-main.jpg', 'https://eurostyle.com/images/casual-red-polo-shirt-detail.jpg', 'https://eurostyle.com/images/casual-red-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759154,2025-10-14 13:00:07.759155
PROD_001336,Elegant Black Polo Shirt,"{'EN': 'Elegant Black Polo Shirt', 'DE': 'Elegant Black Polo Shirt', 'FR': 'Elegant Black Polo Shirt', 'NL': 'Elegant Black Polo Shirt'}",Men,Tops,Polo Shirts,ModernCasual,Black,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,21.13,{'EUR': 21.13},7.69,63.62,3,False,7.61,Portugal,217,43,44,2023-07-14,Spring/Summer 2025,True,,True,https://eurostyle.com/products/elegant-black-polo-shirt,"['https://eurostyle.com/images/elegant-black-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-black-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-black-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759163,2025-10-14 13:00:07.759163
PROD_001337,Basic Grey Polo Shirt,"{'EN': 'Basic Grey Polo Shirt', 'DE': 'Basic Grey Polo Shirt', 'FR': 'Basic Grey Polo Shirt', 'NL': 'Basic Grey Polo Shirt'}",Men,Tops,Polo Shirts,BasicStyle,Grey,Ivory,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Linen,65.67,{'EUR': 65.67},34.18,47.95,7,True,2.87,China,595,119,44,2022-04-23,Fall/Winter 2025,True,,True,https://eurostyle.com/products/basic-grey-polo-shirt,"['https://eurostyle.com/images/basic-grey-polo-shirt-main.jpg', 'https://eurostyle.com/images/basic-grey-polo-shirt-detail.jpg', 'https://eurostyle.com/images/basic-grey-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759173,2025-10-14 13:00:07.759173
PROD_001338,Elegant Orange Polo Shirt,"{'EN': 'Elegant Orange Polo Shirt', 'DE': 'Elegant Orange Polo Shirt', 'FR': 'Elegant Orange Polo Shirt', 'NL': 'Elegant Orange Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Orange,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Linen,77.99,{'EUR': 77.99},39.67,49.14,8,True,3.47,India,1029,205,50,2022-04-25,Spring/Summer 2024,True,,True,https://eurostyle.com/products/elegant-orange-polo-shirt,"['https://eurostyle.com/images/elegant-orange-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-orange-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-orange-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759181,2025-10-14 13:00:07.759181
PROD_001339,Sporty Orange Polo Shirt,"{'EN': 'Sporty Orange Polo Shirt', 'DE': 'Sporty Orange Polo Shirt', 'FR': 'Sporty Orange Polo Shirt', 'NL': 'Sporty Orange Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Orange,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cashmere,25.98,{'EUR': 25.98},11.03,57.56,4,False,13.51,Netherlands,1802,360,48,2025-08-21,Fall/Winter 2024,True,,True,https://eurostyle.com/products/sporty-orange-polo-shirt,"['https://eurostyle.com/images/sporty-orange-polo-shirt-main.jpg', 'https://eurostyle.com/images/sporty-orange-polo-shirt-detail.jpg', 'https://eurostyle.com/images/sporty-orange-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759189,2025-10-14 13:00:07.759189
PROD_001340,Casual Pink Polo Shirt,"{'EN': 'Casual Pink Polo Shirt', 'DE': 'Casual Pink Polo Shirt', 'FR': 'Casual Pink Polo Shirt', 'NL': 'Casual Pink Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Pink,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,37.8,{'EUR': 37.8},17.51,53.67,5,False,12.18,Germany,286,57,46,2024-05-02,Fall/Winter 2025,True,,True,https://eurostyle.com/products/casual-pink-polo-shirt,"['https://eurostyle.com/images/casual-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/casual-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/casual-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759197,2025-10-14 13:00:07.759198
PROD_001341,Trendy Pink Polo Shirt,"{'EN': 'Trendy Pink Polo Shirt', 'DE': 'Trendy Pink Polo Shirt', 'FR': 'Trendy Pink Polo Shirt', 'NL': 'Trendy Pink Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Pink,Cream,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,53.95,{'EUR': 53.95},21.56,60.04,9,True,6.86,Turkey,783,156,20,2023-07-14,Fall/Winter 2025,True,,True,https://eurostyle.com/products/trendy-pink-polo-shirt,"['https://eurostyle.com/images/trendy-pink-polo-shirt-main.jpg', 'https://eurostyle.com/images/trendy-pink-polo-shirt-detail.jpg', 'https://eurostyle.com/images/trendy-pink-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759206,2025-10-14 13:00:07.759206
PROD_001342,Premium Brown Polo Shirt,"{'EN': 'Premium Brown Polo Shirt', 'DE': 'Premium Brown Polo Shirt', 'FR': 'Premium Brown Polo Shirt', 'NL': 'Premium Brown Polo Shirt'}",Men,Tops,Polo Shirts,BasicStyle,Brown,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,32.09,{'EUR': 32.09},12.99,59.52,3,False,11.14,Netherlands,268,53,40,2022-11-04,Fall/Winter 2025,True,,False,https://eurostyle.com/products/premium-brown-polo-shirt,"['https://eurostyle.com/images/premium-brown-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-brown-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-brown-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759214,2025-10-14 13:00:07.759214
PROD_001343,Modern Purple Polo Shirt,"{'EN': 'Modern Purple Polo Shirt', 'DE': 'Modern Purple Polo Shirt', 'FR': 'Moderne Purple Polo Shirt', 'NL': 'Modern Purple Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Purple,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,78.57,{'EUR': 78.57},32.77,58.29,10,True,4.55,Germany,553,110,26,2022-04-14,Spring/Summer 2024,True,,True,https://eurostyle.com/products/modern-purple-polo-shirt,"['https://eurostyle.com/images/modern-purple-polo-shirt-main.jpg', 'https://eurostyle.com/images/modern-purple-polo-shirt-detail.jpg', 'https://eurostyle.com/images/modern-purple-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759222,2025-10-14 13:00:07.759223
PROD_001344,Premium Beige Polo Shirt,"{'EN': 'Premium Beige Polo Shirt', 'DE': 'Premium Beige Polo Shirt', 'FR': 'Premium Beige Polo Shirt', 'NL': 'Premium Beige Polo Shirt'}",Men,Tops,Polo Shirts,ClassicFit,Beige,Coral,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Leather,59.68,{'EUR': 59.68},28.88,51.61,3,False,13.22,Germany,1528,305,36,2022-07-08,Fall/Winter 2024,True,,False,https://eurostyle.com/products/premium-beige-polo-shirt,"['https://eurostyle.com/images/premium-beige-polo-shirt-main.jpg', 'https://eurostyle.com/images/premium-beige-polo-shirt-detail.jpg', 'https://eurostyle.com/images/premium-beige-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759233,2025-10-14 13:00:07.759233
PROD_001345,Trendy Blue Polo Shirt,"{'EN': 'Trendy Blue Polo Shirt', 'DE': 'Trendy Blue Polo Shirt', 'FR': 'Trendy Blue Polo Shirt', 'NL': 'Trendy Blue Polo Shirt'}",Men,Tops,Polo Shirts,PremiumWear,Blue,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Acrylic,56.96,{'EUR': 56.96},30.76,46.0,3,False,13.57,Netherlands,1783,356,47,2023-12-11,Spring/Summer 2024,True,,True,https://eurostyle.com/products/trendy-blue-polo-shirt,"['https://eurostyle.com/images/trendy-blue-polo-shirt-main.jpg', 'https://eurostyle.com/images/trendy-blue-polo-shirt-detail.jpg', 'https://eurostyle.com/images/trendy-blue-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759243,2025-10-14 13:00:07.759244
PROD_001346,Trendy Brown Polo Shirt,"{'EN': 'Trendy Brown Polo Shirt', 'DE': 'Trendy Brown Polo Shirt', 'FR': 'Trendy Brown Polo Shirt', 'NL': 'Trendy Brown Polo Shirt'}",Men,Tops,Polo Shirts,UrbanChic,Brown,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Organic Cotton,50.77,{'EUR': 50.77},19.68,61.23,10,True,3.67,China,874,174,42,2024-09-15,Fall/Winter 2024,True,,True,https://eurostyle.com/products/trendy-brown-polo-shirt,"['https://eurostyle.com/images/trendy-brown-polo-shirt-main.jpg', 'https://eurostyle.com/images/trendy-brown-polo-shirt-detail.jpg', 'https://eurostyle.com/images/trendy-brown-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759253,2025-10-14 13:00:07.759253
PROD_001347,Sporty White Polo Shirt,"{'EN': 'Sporty White Polo Shirt', 'DE': 'Sporty White Polo Shirt', 'FR': 'Sporty White Polo Shirt', 'NL': 'Sporty White Polo Shirt'}",Men,Tops,Polo Shirts,ModernCasual,White,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Bamboo,78.42,{'EUR': 78.42},28.89,63.16,9,True,5.85,Portugal,1157,231,34,2022-05-05,Spring/Summer 2025,True,,False,https://eurostyle.com/products/sporty-white-polo-shirt,"['https://eurostyle.com/images/sporty-white-polo-shirt-main.jpg', 'https://eurostyle.com/images/sporty-white-polo-shirt-detail.jpg', 'https://eurostyle.com/images/sporty-white-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759262,2025-10-14 13:00:07.759263
PROD_001348,Elegant Green Polo Shirt,"{'EN': 'Elegant Green Polo Shirt', 'DE': 'Elegant Green Polo Shirt', 'FR': 'Elegant Green Polo Shirt', 'NL': 'Elegant Green Polo Shirt'}",Men,Tops,Polo Shirts,PremiumWear,Green,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,26.41,{'EUR': 26.41},12.23,53.69,7,False,5.33,Vietnam,229,45,26,2025-06-05,Fall/Winter 2025,True,,False,https://eurostyle.com/products/elegant-green-polo-shirt,"['https://eurostyle.com/images/elegant-green-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-green-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-green-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759271,2025-10-14 13:00:07.759271
PROD_001349,Elegant Yellow Polo Shirt,"{'EN': 'Elegant Yellow Polo Shirt', 'DE': 'Elegant Yellow Polo Shirt', 'FR': 'Elegant Yellow Polo Shirt', 'NL': 'Elegant Yellow Polo Shirt'}",Men,Tops,Polo Shirts,TrendSetters,Yellow,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cashmere,49.32,{'EUR': 49.32},24.78,49.76,6,False,13.06,China,1273,254,50,2023-02-03,Fall/Winter 2025,True,,True,https://eurostyle.com/products/elegant-yellow-polo-shirt,"['https://eurostyle.com/images/elegant-yellow-polo-shirt-main.jpg', 'https://eurostyle.com/images/elegant-yellow-polo-shirt-detail.jpg', 'https://eurostyle.com/images/elegant-yellow-polo-shirt-lifestyle.jpg']",2025-10-14 13:00:07.759280,2025-10-14 13:00:07.759280
