search_query_id,session_id,customer_id,country_code,search_term,search_timestamp,results_count,clicked_result_position,clicked_product_id,filters_applied,sort_order,search_refinements,no_results,created_at
SEARCH_2024_0008864,SES_00004809,CUST_NL_0001316,NL,black dress,2024-08-05 01:45:00,249,,,[],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008865,SES_00002217,CUST_NL_0001537,NL,summer dress,2024-09-17 00:08:00,191,3,PROD_000112,"['color:black','brand:eurostyle']",price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008866,SES_00002440,CUST_DE_0000670,DE,vintage style,2024-11-07 17:50:00,218,,PROD_000100,"['category:men','size:L']",price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0008867,SES_00007522,,DE,nachhaltige mode,2024-10-23 06:44:00,156,6,,['size:L'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008868,SES_00010323,CUST_NL_0001387,NL,plus size,2024-09-04 11:10:00,201,6,PROD_000247,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008869,SES_00008138,CUST_NL_0001550,NL,sale items,2024-08-28 05:18:00,21,10,PROD_000087,['price:50to100'],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008870,SES_00009768,CUST_LU_0001976,LU,wool sweater,2024-09-30 10:06:00,225,10,,"['sustainable:true','color:red']",price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0008871,SES_00009255,CUST_FR_0000740,FR,sports bra,2024-10-02 02:14:00,183,7,PROD_000253,"['brand:eurostyle','material:cotton']",price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008872,SES_00005534,CUST_NL_0001280,NL,winter jacket,2024-09-07 13:04:00,67,4,PROD_000006,"['color:red','category:women','brand:eurostyle']",price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0008873,SES_00001145,CUST_DE_0000321,DE,designer bags,2024-07-20 14:03:00,5,2,PROD_000098,"['material:cotton','color:black']",newest,3,False,2025-10-14 12:47:15
SEARCH_2024_0008874,SES_00001509,CUST_BE_0001669,BE,sustainable fashion,2024-08-30 10:17:00,54,3,PROD_000225,['sustainable:true'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008875,SES_00009766,CUST_BE_0001796,BE,black dress,2024-07-14 03:14:00,128,1,,[],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0008876,SES_00003416,CUST_DE_0000606,DE,sustainable fashion,2024-08-13 06:12:00,201,10,PROD_000015,['brand:eurostyle'],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008877,SES_00002331,CUST_FR_0000863,FR,black dress,2024-08-27 14:55:00,52,3,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008878,SES_00008690,,NL,casual wear,2024-10-18 17:58:00,203,,,"['category:women','color:white','price:under50']",newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0008879,SES_00005143,,NL,plus size,2024-11-03 08:07:00,103,1,PROD_000062,"['sustainable:true','size:L']",newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0008880,SES_00005943,CUST_DE_0000162,DE,white shirt,2024-11-06 21:20:00,208,2,PROD_000061,['size:M'],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0008881,SES_00005220,,BE,leather jacket,2024-06-04 23:45:00,192,6,PROD_000201,"['category:women','color:black','brand:eurostyle']",relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0008882,SES_00008395,CUST_BE_0001772,BE,sports bra,2024-08-29 06:39:00,159,5,,['price:under50'],price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0008883,SES_00010903,CUST_FR_0000784,FR,sustainable fashion,2024-08-19 01:54:00,112,2,,"['material:cotton','category:women']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008884,SES_00003817,CUST_FR_0000946,FR,white shirt,2024-08-05 19:21:00,244,,PROD_000134,[],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008885,SES_00004599,,LU,party dress,2024-11-12 15:19:00,97,,PROD_000084,['material:cotton'],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0008886,SES_00008219,CUST_LU_0001955,LU,maternity,2024-08-13 10:28:00,190,,,[],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008887,SES_00004282,,FR,winter jacket,2024-06-06 12:19:00,244,9,PROD_000166,['material:cotton'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008888,SES_00005484,CUST_FR_0001150,FR,veste d'hiver,2024-07-22 14:44:00,138,7,PROD_000217,"['color:red','size:L']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008889,SES_00002378,CUST_BE_0001738,BE,sneakers,2024-11-05 12:11:00,198,2,PROD_000084,['color:red'],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008890,SES_00004260,,FR,running shoes,2024-11-26 02:46:00,4,,PROD_000222,"['price:under50','brand:eurostyle']",price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0008891,SES_00005989,,BE,sports bra,2024-09-11 15:35:00,119,1,,"['material:cotton','category:women']",popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0008892,SES_00008138,CUST_NL_0001550,NL,vintage style,2024-10-06 17:48:00,222,3,,['price:under50'],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0008893,SES_00007120,,NL,duurzame mode,2024-08-03 01:22:00,105,3,PROD_000070,"['color:black','category:women']",price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0008894,SES_00003678,CUST_FR_0000820,FR,mode durable,2024-10-22 06:21:00,211,6,,"['price:50to100','brand:eurostyle']",newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008895,SES_00005207,CUST_NL_0001346,NL,wool sweater,2024-06-13 04:35:00,127,9,,['size:M'],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008896,SES_00004642,CUST_DE_0000588,DE,sports bra,2024-07-27 02:16:00,48,5,,"['price:50to100','color:red']",relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0008897,SES_00002577,,FR,sneakers,2024-11-01 02:22:00,21,10,,"['color:black','color:red','size:L']",price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008898,SES_00008022,,DE,plus size,2024-06-19 04:00:00,16,,PROD_000141,['price:under50'],price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0008899,SES_00004748,,DE,party dress,2024-06-27 08:27:00,245,8,PROD_000168,[],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0008900,SES_00005945,CUST_DE_0000315,DE,summer dress,2024-10-30 03:09:00,212,,,['category:men'],relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0008901,SES_00002726,CUST_DE_0000130,DE,leather jacket,2024-08-27 21:27:00,44,,PROD_000176,['size:L'],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0008902,SES_00003720,,LU,maternity,2024-06-17 05:05:00,242,10,,['brand:eurostyle'],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0008903,SES_00003682,CUST_NL_0001558,NL,trending now,2024-10-03 18:49:00,206,,PROD_000204,[],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0008904,SES_00004129,,NL,jeans,2024-09-15 08:29:00,49,6,,['category:women'],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0008905,SES_00009481,,LU,sale items,2024-11-04 11:35:00,244,,PROD_000242,"['category:men','color:red']",relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0008906,SES_00008875,CUST_FR_0000949,FR,jeans,2024-06-15 19:37:00,206,2,,[],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0008907,SES_00008395,CUST_BE_0001772,BE,casual wear,2024-06-25 19:38:00,118,7,PROD_000242,"['color:red','size:M','color:white']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008908,SES_00005866,CUST_BE_0001807,BE,sports bra,2024-07-25 17:08:00,58,7,PROD_000175,[],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008909,SES_00000225,CUST_NL_0001535,NL,sale items,2024-09-03 13:43:00,190,1,PROD_000186,"['price:50to100','category:men']",popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0008910,SES_00003637,,FR,sale items,2024-11-02 09:44:00,245,7,PROD_000216,[],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0008911,SES_00007797,CUST_BE_0001744,BE,plus size,2024-10-10 07:28:00,103,1,PROD_000083,"['color:white','category:men','size:M']",popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008912,SES_00007435,,BE,organic cotton,2024-07-17 01:39:00,195,2,PROD_000033,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008913,SES_00006789,CUST_DE_0000482,DE,sustainable fashion,2024-08-24 17:18:00,145,,PROD_000109,[],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008914,SES_00000572,CUST_LU_0001949,LU,vintage style,2024-06-13 21:37:00,131,6,PROD_000035,"['brand:eurostyle','size:L','category:men']",relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0008915,SES_00003369,,FR,sale items,2024-07-17 00:03:00,81,8,PROD_000161,['category:women'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008916,SES_00009768,CUST_LU_0001976,LU,summer dress,2024-06-19 16:43:00,198,8,PROD_000112,"['color:white','size:M','price:50to100']",newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0008917,SES_00004006,,LU,sale items,2024-10-26 21:53:00,106,1,,[],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0008918,SES_00000064,CUST_DE_0000566,DE,wool sweater,2024-09-25 21:32:00,106,1,,[],newest,3,False,2025-10-14 12:47:15
SEARCH_2024_0008919,SES_00005031,CUST_DE_0000575,DE,office attire,2024-10-09 19:47:00,138,,,"['size:M','brand:eurostyle']",price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008920,SES_00009405,CUST_DE_0000610,DE,sale items,2024-10-28 05:14:00,227,7,PROD_000260,[],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0008921,SES_00009774,,BE,vintage style,2024-11-01 15:28:00,122,,PROD_000142,[],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0008922,SES_00007578,,DE,gift cards,2024-08-24 08:05:00,46,6,PROD_000182,"['brand:eurostyle','category:men']",price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0008923,SES_00008520,,DE,nachhaltige mode,2024-06-30 23:22:00,55,4,,['color:red'],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0008924,SES_00009060,CUST_LU_0001907,LU,casual wear,2024-06-07 03:30:00,121,10,PROD_000246,['price:50to100'],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0008925,SES_00007489,,BE,new arrivals,2024-10-14 12:52:00,67,5,PROD_000154,['color:white'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008926,SES_00007501,CUST_FR_0001120,FR,sneakers,2024-11-04 23:26:00,141,9,,['color:white'],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0008927,SES_00004895,CUST_DE_0000675,DE,maternity,2024-06-11 02:53:00,123,7,,['category:women'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008928,SES_00009182,CUST_NL_0001371,NL,summer dress,2024-11-10 11:46:00,147,1,,[],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008929,SES_00008416,CUST_NL_0001271,NL,jeans,2024-07-26 02:02:00,143,1,PROD_000215,[],price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0008930,SES_00003986,CUST_BE_0001699,BE,new arrivals,2024-06-13 17:53:00,98,9,,"['color:red','color:white','price:50to100']",price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008931,SES_00010723,CUST_FR_0001189,FR,robe d'été,2024-11-28 05:29:00,145,7,PROD_000034,[],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0008932,SES_00007836,CUST_DE_0000521,DE,sports bra,2024-07-24 21:08:00,32,4,,"['price:under50','size:M']",price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0008933,SES_00001098,CUST_BE_0001633,BE,leather jacket,2024-08-19 14:00:00,106,7,PROD_000198,['size:L'],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0008934,SES_00000556,CUST_NL_0001290,NL,trending now,2024-11-20 14:04:00,86,3,,[],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0008935,SES_00004681,CUST_NL_0001415,NL,running shoes,2024-09-11 13:15:00,83,2,,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0008936,SES_00011110,,LU,new arrivals,2024-08-25 15:48:00,52,9,PROD_000069,[],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0008937,SES_00008952,CUST_NL_0001274,NL,leather jacket,2024-06-12 04:25:00,37,3,,"['category:men','color:white','category:women']",price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008938,SES_00007096,CUST_NL_0001506,NL,sustainable fashion,2024-09-19 05:37:00,202,5,,"['price:50to100','brand:eurostyle']",newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0008939,SES_00011005,CUST_LU_0001929,LU,casual wear,2024-11-23 14:43:00,68,,PROD_000126,['price:under50'],relevance,5,False,2025-10-14 12:47:15
SEARCH_2024_0008940,SES_00003981,,LU,party dress,2024-06-27 03:22:00,89,,,"['price:under50','category:women','brand:eurostyle']",newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0008941,SES_00006321,CUST_NL_0001368,NL,wool sweater,2024-11-20 11:34:00,78,8,PROD_000139,['color:white'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008942,SES_00001574,CUST_BE_0001755,BE,party dress,2024-11-27 22:37:00,86,,,"['price:50to100','category:men']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008943,SES_00009546,CUST_BE_0001894,BE,black dress,2024-08-01 15:57:00,68,2,,"['brand:eurostyle','size:L','sustainable:true']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008944,SES_00000865,CUST_BE_0001851,BE,white shirt,2024-06-29 15:02:00,22,2,PROD_000176,"['color:black','material:cotton']",price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008945,SES_00007714,CUST_DE_0000497,DE,designer bags,2024-07-01 00:49:00,229,,PROD_000067,['material:cotton'],relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0008946,SES_00010934,,NL,vintage style,2024-08-03 19:27:00,33,4,PROD_000092,['color:white'],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008947,SES_00007534,CUST_FR_0001049,FR,accessories,2024-08-09 05:28:00,141,4,,"['size:M','color:black']",price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008948,SES_00003474,,BE,jeans,2024-08-23 09:11:00,31,7,,"['sustainable:true','category:men','color:white']",popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0008949,SES_00009250,CUST_FR_0000932,FR,running shoes,2024-09-21 11:49:00,55,4,PROD_000111,[],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008950,SES_00001169,CUST_FR_0001147,FR,veste d'hiver,2024-08-15 11:18:00,83,3,,"['sustainable:true','category:women']",newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0008951,SES_00010439,CUST_BE_0001611,BE,trending now,2024-10-31 04:18:00,80,9,PROD_000186,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0008952,SES_00000786,CUST_DE_0000244,DE,party dress,2024-09-21 03:31:00,39,,PROD_000261,['sustainable:true'],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008953,SES_00005944,,LU,sneakers,2024-09-05 02:43:00,224,5,,[],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008954,SES_00010320,CUST_DE_0000277,DE,summer dress,2024-10-26 07:29:00,165,5,PROD_000229,"['sustainable:true','category:men']",newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0008955,SES_00009197,,DE,maternity,2024-11-18 18:55:00,212,10,PROD_000243,['price:under50'],price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0008956,SES_00009529,,LU,running shoes,2024-11-02 08:31:00,66,1,PROD_000092,[],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0008957,SES_00000017,CUST_FR_0000827,FR,summer dress,2024-06-30 10:35:00,152,3,,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0008958,SES_00009960,CUST_NL_0001408,NL,sale items,2024-10-31 19:24:00,204,7,PROD_000157,"['sustainable:true','color:red']",price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008959,SES_00009761,CUST_DE_0000043,DE,sneakers,2024-10-22 03:23:00,73,,,['color:red'],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008960,SES_00009385,CUST_DE_0000334,DE,organic cotton,2024-09-27 17:33:00,44,7,PROD_000106,"['category:women','material:cotton','category:men']",price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0008961,SES_00008577,CUST_NL_0001404,NL,duurzame mode,2024-06-05 12:58:00,108,10,PROD_000130,[],relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0008962,SES_00004149,,FR,sale items,2024-09-26 21:36:00,97,,PROD_000155,"['material:cotton','sustainable:true']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0008963,SES_00000638,CUST_DE_0000423,DE,accessories,2024-06-07 09:10:00,45,3,,['color:black'],relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0008964,SES_00009039,CUST_FR_0000719,FR,accessories,2024-06-28 12:07:00,11,,,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0008965,SES_00003957,CUST_NL_0001293,NL,zomerjurk,2024-09-26 06:40:00,241,10,PROD_000033,['size:M'],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0008966,SES_00004023,,BE,sale items,2024-06-22 01:51:00,45,10,,"['price:50to100','price:under50']",popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008967,SES_00008691,CUST_LU_0001960,LU,party dress,2024-08-12 08:53:00,57,10,PROD_000194,"['category:men','color:black']",price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008968,SES_00010919,CUST_FR_0000872,FR,mode durable,2024-10-18 18:16:00,191,6,PROD_000017,['sustainable:true'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0008969,SES_00008388,CUST_LU_0001911,LU,leather jacket,2024-09-18 04:38:00,139,1,PROD_000123,[],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0008970,SES_00003957,CUST_NL_0001293,NL,office attire,2024-10-05 14:49:00,7,6,,[],price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0008971,SES_00002048,CUST_FR_0001114,FR,accessories,2024-08-25 18:26:00,75,9,PROD_000273,"['color:black','category:men']",relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0008972,SES_00007501,CUST_FR_0001120,FR,sale items,2024-11-17 11:17:00,169,8,PROD_000164,[],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0008973,SES_00001432,CUST_FR_0000871,FR,plus size,2024-09-19 23:11:00,184,1,PROD_000186,"['brand:eurostyle','price:50to100','material:cotton']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008974,SES_00010612,CUST_DE_0000021,DE,sale items,2024-08-18 10:41:00,231,1,,"['category:women','sustainable:true']",popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008975,SES_00009414,,FR,vintage style,2024-11-01 07:28:00,164,,,[],newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0008976,SES_00000697,CUST_DE_0000015,DE,winter jacket,2024-09-22 00:57:00,106,6,PROD_000082,[],price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0008977,SES_00005227,CUST_NL_0001501,NL,summer dress,2024-09-16 00:27:00,148,9,,"['size:M','size:L']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0008978,SES_00008085,CUST_DE_0000209,DE,party dress,2024-08-27 20:33:00,189,9,PROD_000068,['color:black'],price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008979,SES_00008148,,LU,trending now,2024-11-24 15:52:00,28,8,PROD_000177,[],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0008980,SES_00003290,CUST_FR_0000806,FR,jeans,2024-08-20 23:50:00,207,,PROD_000094,[],newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0008981,SES_00009311,,BE,leather jacket,2024-07-04 19:37:00,213,8,PROD_000252,['color:red'],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0008982,SES_00008847,CUST_NL_0001281,NL,trending now,2024-07-08 09:53:00,91,3,,"['brand:eurostyle','color:white','price:50to100']",price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0008983,SES_00009982,,NL,sports bra,2024-06-05 18:30:00,226,6,,[],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0008984,SES_00005687,CUST_NL_0001364,NL,accessories,2024-08-25 08:34:00,238,,,['color:red'],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0008985,SES_00004408,,DE,vintage style,2024-09-09 18:06:00,178,7,PROD_000250,['brand:eurostyle'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008986,SES_00008435,,FR,gift cards,2024-06-28 03:09:00,24,,,['price:under50'],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0008987,SES_00006226,CUST_NL_0001430,NL,summer dress,2024-08-22 07:31:00,170,7,PROD_000262,['color:black'],price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0008988,SES_00001998,CUST_NL_0001405,NL,new arrivals,2024-11-27 17:05:00,6,3,PROD_000128,"['price:50to100','material:cotton']",price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0008989,SES_00003221,,FR,jeans,2024-10-27 20:08:00,40,10,,"['price:under50','size:L','material:cotton']",relevance,5,False,2025-10-14 12:47:15
SEARCH_2024_0008990,SES_00007448,CUST_DE_0000156,DE,plus size,2024-09-04 01:27:00,193,,,[],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0008991,SES_00010360,,DE,sommerkleid,2024-11-18 13:33:00,139,9,,"['price:under50','brand:eurostyle']",popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0008992,SES_00000492,CUST_DE_0000394,DE,eco friendly,2024-11-20 12:36:00,58,,,['sustainable:true'],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0008993,SES_00004599,,LU,leather jacket,2024-08-15 14:35:00,146,2,PROD_000139,[],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0008994,SES_00003000,CUST_FR_0001005,FR,casual wear,2024-10-03 19:56:00,47,2,PROD_000250,['size:M'],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0008995,SES_00005354,CUST_DE_0000656,DE,wintermantel,2024-08-15 06:33:00,4,2,PROD_000184,[],newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0008996,SES_00001789,CUST_BE_0001666,BE,party dress,2024-11-27 08:52:00,146,5,PROD_000072,"['size:M','size:L']",relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0008997,SES_00000611,CUST_FR_0001169,FR,designer bags,2024-10-11 12:26:00,108,8,,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0008998,SES_00009816,CUST_NL_0001309,NL,new arrivals,2024-11-23 17:19:00,193,10,,['size:M'],popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0008999,SES_00009704,CUST_FR_0000889,FR,veste d'hiver,2024-09-22 04:43:00,195,,,['price:50to100'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0009000,SES_00008053,CUST_DE_0000567,DE,maternity,2024-08-11 23:32:00,172,,PROD_000088,['color:red'],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0009001,SES_00008935,CUST_FR_0000775,FR,sports bra,2024-06-07 02:01:00,114,9,,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0009002,SES_00001680,CUST_DE_0000243,DE,accessories,2024-09-15 23:48:00,44,5,PROD_000125,['price:under50'],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0009003,SES_00006350,CUST_BE_0001659,BE,eco friendly,2024-11-25 00:26:00,215,10,PROD_000064,"['sustainable:true','price:under50','material:cotton']",price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0009004,SES_00003731,CUST_FR_0001106,FR,sale items,2024-06-14 18:19:00,18,,PROD_000019,"['color:red','sustainable:true','category:men']",newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0009005,SES_00000178,CUST_NL_0001316,NL,zomerjurk,2024-06-06 06:29:00,195,7,,['category:men'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0009006,SES_00005663,CUST_NL_0001310,NL,winterjas,2024-08-01 08:16:00,213,2,PROD_000173,"['color:black','price:50to100','price:under50']",newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0009007,SES_00006185,CUST_DE_0000081,DE,designer bags,2024-09-15 11:47:00,46,5,PROD_000254,[],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0009008,SES_00004300,,DE,wool sweater,2024-07-16 18:04:00,32,6,PROD_000250,[],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0009009,SES_00004179,CUST_FR_0000886,FR,running shoes,2024-11-18 04:51:00,173,7,PROD_000011,[],popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0009010,SES_00006050,CUST_DE_0000477,DE,wool sweater,2024-09-02 23:06:00,47,,PROD_000071,[],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0009011,SES_00007950,,FR,casual wear,2024-07-20 13:28:00,95,,PROD_000086,"['category:women','brand:eurostyle']",relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0009012,SES_00004707,,BE,party dress,2024-09-20 07:47:00,97,1,,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0009013,SES_00006929,,LU,organic cotton,2024-11-20 11:42:00,48,,PROD_000101,"['category:women','category:men']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0009014,SES_00004670,,BE,sustainable fashion,2024-07-27 00:44:00,197,2,PROD_000060,[],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0009015,SES_00003123,CUST_DE_0000261,DE,winter jacket,2024-11-14 16:30:00,204,8,,"['sustainable:true','color:white']",price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0009016,SES_00000354,CUST_NL_0001231,NL,vintage style,2024-07-18 08:48:00,0,,,['brand:eurostyle'],price_high,2,True,2025-10-14 12:47:15
SEARCH_2024_0009017,SES_00000195,CUST_NL_0001206,NL,duurzame mode,2024-08-04 07:26:00,115,,PROD_000109,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0009018,SES_00005617,CUST_NL_0001356,NL,duurzame mode,2024-11-24 00:19:00,30,,PROD_000074,[],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0009019,SES_00010283,,NL,duurzame mode,2024-11-24 03:21:00,25,3,,"['color:black','category:women','color:red']",relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0009020,SES_00007007,,NL,duurzame mode,2024-06-16 20:23:00,66,9,PROD_000123,[],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0009021,SES_00010187,CUST_DE_0000130,DE,running shoes,2024-06-09 04:08:00,223,5,,"['material:cotton','size:M']",relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0009022,SES_00003577,,FR,robe d'été,2024-07-02 05:52:00,12,,PROD_000036,['material:cotton'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0009023,SES_00003423,CUST_DE_0000212,DE,nachhaltige mode,2024-06-22 11:27:00,141,8,PROD_000019,[],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0009024,SES_00004896,CUST_FR_0001190,FR,sale items,2024-07-18 21:02:00,111,3,PROD_000013,[],relevance,4,False,2025-10-14 12:47:15
